,class,text
3143,0,Noap Not taking them Maca root pills making my vagina do the wop
3144,0,Nobody gives me a trophy cause I'm old and colored FavStarTweets 
3145,1,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards 
3146,0,Nope It's just yellow OTL
3147,0,Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
3148,0,Nose goes on taking out the trash this time 
3149,1,Not All Straight Men I am frustrated Unlike on OKCupid queer folks don t have the ability to block 
3150,0,Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane That story undermines their mythology on several levels 
3151,0,Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
3152,0,Not really sure how to describe what's happening here eurotrash VIP Room 
3153,0,Not sure why teabaggers would care about Nelson Mandela being that he's one of 'them' if you know what I mean teaparty tcot
3154,0,Not that I plan on dying soon but I'm totally going to write Kenobi in as my sole heir He's the only thing locally under 94 I can trust
3155,1,Not trying to follow any spooks no offense 
3156,0,Not ya grandma brownies wink wink 
3157,0,Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing TidyTerrorist 
3158,0,Note Khorasan is the old Arabic name for parts of Iran Afghanistan Not an invention of modern Jihadis justsayin
3159,0,Nothing good on TV and the are eating their balls 3 innings in Great 
3160,0,Nothing more yokel MSU fan than to constantly reassess Izzo aka our only consistent winner since D Daugherty or Biggie flipping Munn 
3161,0,Nothing says teabagger like a millionaire complaining that they are broke huh HillaryClinton Hillary2016 give me a break lol p2
3162,0,Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in Algeria France
3163,0,Now I'm gook boy shawty 
3164,0,Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye
3165,0,Now infuriated Jihadis are putting out murder requests on Saudi fighter pilots who participated in the bombings in Syria ISIS
3166,0,Now the Jihadi networks waking up claiming Raqqa radio confirmed two planes shot down 1 pilot captured ISIS Syria
3167,0,OH NO are you saying the Democrats lost the teabagger vote LMAO bobble head morningjoe
3168,1,OMG ugly faggot Your a bad mother You should kill yourself like Robin Williams
3169,0,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern Democrats tcot UniteBlue
3170,0,Obama s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria tcot pjnet
3171,1,Obama s faves Muslims black ghetto trash via
3172,0,Obama's Hellfire missiles tend to vaporize Jihadis UniteBlue
3173,0,Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft Na Fatima Lamyea Tofik nu ook Abdelka te min gevonden
3174,1,Of course my faith for baseball is off this year BECAUSE OF BARRYBONDS you goddamn retards morons
3175,0,Offensive line is trash
3176,0,Officials Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria 
3177,0,Oh I forgot we lived in the ghetto hoodrats
3178,0,Oh Yahweh your hand is upon me your shadow hovers over me For your sake The House of Ysrah'al mock me all day long 
3179,0,Oh it's coon bike week in Charlotte ok makes sense now
3180,0,Oh man This could be a serious first ever Chanel bag contender grape colored Chanel bags 
3181,0,Oh my There was an Oreo baked into that chocolate chip cookie surprise
3182,0,Oh snap I'm just realizing this skinny tranny is Jared Leto He's Wo unrecognizable with all that weight loss Geez 
3183,0,Oh your gonna ruining your life just throwing it away smoking weed but my test scores are higher than yours Just trash my life
3184,0,Ok so not all the shows on Cartoon Network are complete trash Stevm Universe is awwwwwesomeeeeee
3185,1,Ok Did this bitch just say wut I think she said I believe u just described urself dumbass
3186,0,Okay so maybe not every in LosAngeles is evil But I would 80 of the people I've encountered have been trash another 10 barely human 
3187,0,Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water
3188,0,Omg The cutest little tinker bell ever 
3189,1,Omg You won't say it to my face Stupid ass hoes talkin shit Imma whoop her ass over dramatic teenage girls 
3190,0,Omgggggggggg Mila Kunis is so fing hot F Sarah Marshall She's like a bird anorexic 
3191,0,Omoide Yokocho Shinjuku Tokyo Japan Japón by Lost in Japan by Miguel Michán 
3192,1,On UPenn campus all the black chicks here are trash but they're gonna be paid
3193,0,On a mission to find some zebra cakes
3194,0,On the anniversary of 9 11 ISIS Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity pathetic
3195,0,On the secret Party mission Live tweaking to mock FATPO 
3196,0,Once the brainwork is done on pacemakers at medical device companies they call in the contract tinker toy engineers like SC_Troll stribpol
3197,0,One man's trash is another's Transformer 
3198,0,One mans trash is another mans treasure
3199,0,One mans trash is another mans treasure believe
3200,0,One more of tonight's dog walk sunset AKA invisible bird on a wire sunset invisiblebird wires 
3201,0,One of best looks too Charlie Weis couple months ago hanging w Nelly 
3202,0,One of my favorite songs There's a man on the shoreline with a white parakeet trying to make his bird go home 
3203,0,One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola 
3204,0,One of the world's most prominent Jihadi forums just got shut down 
3205,0,Only Americans are degenerate enough to 'honor' their war dead by having a barbecue Anyone who 'grills out' for Memorial Day is trash 
3206,1,Only Americans would hire white trash with ties to international terrorism as police officers 
3207,0,Only Blood Can Satisfy The Hungry Flames Of R hollor Charlie Brown
3208,1,Only faggots use white ds's
3209,1,Only fags say swag shits mad retarded 
3210,0,Only in my hick town can you walk into a national sports bar and get Busch light in a can SMH
3211,1,Only retards retweet fuckry
3212,1,Only white trash watch football 
3213,1,Only white trash would call slants and hindis and moslems their equals 
3214,1,Only word I can understand on BlackJesus is nigger Heavily disappointed in this show AaronMacgruder stuff blows IMO 
3215,0,Oops I just had a Freudian slit 
3216,0,Operation Ask Redhead Resolve Charlie Brown rejectedpeanutsspecials
3217,0,Or don't vote for the cripple amirite bigot MT Vote VoteWendyDavis for Governor of Texas 
3218,0,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash 
3219,0,Or get swept in MoTown LOL Yankees Tigers MLB
3220,0,Or pollo
3221,0,Or she just cant afford winter clothes Summer hoe winter Muslimah
3222,1,Or the teach might get u got I really hate a disrespectful ass bitch in class The professor is talking you STFU bitch 
3223,0,Or their music is trash
3224,0,Or when you're in my neighborhood You know you're in the mexcian ghetto when 
3225,1,Oregon losing IN OREGON ahhhahahaha faggots
3226,0,Oreo Ice Cream Sandwich 
3227,0,Oreo Shake I want you 
3228,0,Oreo milkshakes will forever remind me of
3229,0,Oreos and coffee for brunch I do what I want 
3230,0,Oreos are my life
3231,0,Oriental rugs cause I'm flyer than a dove 
3232,0,Oscar Taveras went yardie in his 2nd career MLB at bat What a stud 
3233,0,Other Jihadi news ISIS executed Kuwait preacher Redha Lari coz he was too extreme hampered reconciliation with Nusra with his fatwas
3234,0,Our female guinea pig is pregnant 
3235,0,Out of day care I'm taking a kitty nap on you hosers 
3236,0,Overripe eggplants are not good eats UNCLEtweet
3237,0,PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop MTVHottestLanaDelRey
3238,0,PND is my jigga man 
3239,0,POLLOS A L'AST Dos pollos estaban dando vueltas en una pollería mientras los estaban cocinando a l'ast cuando 
3240,0,PSA Reduced Fat Oreos are waxy and don't soften properly when dunked in milk STAY AWAY FROM THEM THEY'RE UNNATURAL DietSchmiet
3241,0,Paceys just told me about how flash was touching himself and he was turning yellow and black whatwashedoing 
3242,0,Padre Yankee Angel fans need to stfu
3243,0,Palin mocks Obama on Russia rhetorically asks who could have seen this coming the crowd goes wild CPAC2014
3244,0,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car
3245,1,Pantera 5 Minutes Alone 5 minutes pussy boy I'll crush you 
3246,0,Parents Television Council 'Scandal' sex scene after Charlie Brown was not OK 
3247,0,Parodies of Jihadi songs more effective than asinine Muslims should condemn HumorIsAWeapon
3248,0,Parsons trash
3249,1,Peace fags just remember I'm best Lux support NA Drop LustBoy pick me and Kakao up TSM 
3250,0,Peace my friend Only Peace I am not your enemy Dont say that word again Look at my Facebook wall One of my best friends ever was a Moor
3251,0,Penn State tryna slant and screen all the way down the field lol
3252,1,Pennsylvania is white trash and is so are all Pennsylvanians 
3253,1,People are fucking retarded lol
3254,0,People are so uncivilized 
3255,0,People be so angry tonight on dis here tweeter It hard for a colored man to see all dis anger Like bein in a waffle house in Mississippi
3256,1,People get more and more retarded everyday
3257,1,People on this site are fucking retarded sometimes
3258,0,People who chose the country over the City are miserable trash They deserve neither respect nor consideration They are less than scum 
3259,0,People who don't put their blinkers on seriously just need to crash into a pole or something moveoutmyway bitch
3260,1,People who enjoy shows like and are douche bags Usually white trash too 
3261,1,People who go to church in Hollywood CA are all white trash filth 
3262,1,People who grow their own vegetables are nothing but common peasant trash 
3263,1,People who live in theNetherlands are unwashed trash 
3264,1,People who play roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito They're soulless gutter trash 
3265,0,People who slam on the brakes at yellow lights should not be allowed to drive 
3266,0,People with trash cars LOVE to drive fast and reckless
3267,0,People this picture far and wide if for no other reason than it makes teabaggers with poor spelling really angry 
3268,0,Perhaps Ezra Miller is the first crack toward changing that regardless of whether he identifies as queer over gay 
3269,0,Perhaps I'm not a diehard Yankee fan but there's no more point in watching this debacle Yankees Tigers MLB So what else is on LOL
3270,0,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little I stayed in the ER
3271,0,Phil Hughes looking like the Phil Hughes of old 2010 Yankees MLB
3272,1,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
3273,0,Photo check for background spooks 
3274,0,Photo Giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls 
3275,0,Photo Rest in peace to these bad boys some bad advise made me let some old asian dude re glue the sole 
3276,0,Photo anarcho queer Anarchism stands for a social order based on the free grouping of individuals for 
3277,0,Pic circulating on Jihadi feeds claiming an ISIS flag on top of Mount Arafa in the holiest day of pilgrimage 
3278,0,Pierce would've easily drained all these shots with us He's so trash now smh
3279,0,Playing a show in Lutsen MN at 9 00 PM today at Papa Charlies 
3280,1,Playing to white guilt lasted one last time whitey felt 'absolved' it ends today It ends in the fields suburbs of Pennsylvania 
3281,0,Please stop scoring otherwise you won't have any runs for tomorrow against Romero Yankees BlueJays MLB
3282,0,Pm is u use any of the words I use ex Sweg pm yid nid we're dating
3283,0,Polite yet militant birds notfeeding stencil army typeface font ATeam 
3284,0,Poor Henry he's supporting the right 2 3 of you guys all on his gut Don't hurt it Charlie 
3285,1,Pop a nigguh sound like crisco
3286,0,Popcorn and candy for dinner I always knew Charlie Brown was my spirit animal 
3287,0,Pops interviews remain warm and fuzzy 
3288,1,Porch monkey 4 Life
3289,0,Posted a new song guala 
3290,0,Posted a new song guala music
3291,0,Practically got arrested tonight not allowed on UTampa grounds for a year now fml im retarded
3292,0,Praise thy lord for this season of beanies that is upon us
3293,0,Prejudice A preconceived awareness based on a majority of interactions The negative slant comes from libs Self preservation is the basis 
3294,0,Pretty over this whole Yankees thing id rather lose in the ALCS every year then live in Detroit I miss the real Steinbrenner glorydays
3295,0,Proud to be a redneck patriot 
3296,1,Punk ass broke faggots 
3297,0,Put the redskins in your starting lineup instead of the Dolphins it'll be fun they said 
3298,0,R B is so trash now compared to early 2000's 
3299,0,R Surge For Charlie Baker R of 9 points in Demo State Mass against Coakley D DoG via
3300,0,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP Coakley Conceds Gov Race To Charlie Baker 
3301,1,RINO trash like see conservatives as the Democrat Party see blacks As their slave property tcot
3302,0, Jane Seymour rocks a bikini at 62 Crazy Aunt Jane is at it again
3303,1, Wow do we have another faggot TIMAtheRACER wow do we have another Cam hater lol dat dude is nice
3304,1, alla my niggas hot boys so don't bring no ice in this bitch 
3305,0, Jihadi Killed BrendanTevlin In N J W At Least 2 Others Part Of Terrorist Ring 10 Yrs Ago http 
3306,0, Twitter tipped its cap to say FarewellCaptain to Jeter in his Yankee Stadium finale VIDEO 
3307,0, No prob Def a good early set energy tool If you want to tune in in less than an ho 
3308,0, Bees won Mets won and the Yankees lost It's a good day in baseball 
3309,0, Check out the homie for that sole sauce That stuff does miracles 
3310,0, Muslim Jihadi Keep Calm and PJNET tcot tgdn ccot RedNationRising teaparty 2A NRA 
3311,0, why get attached to people when you can jump in a trash can and feel the same way
3312,0, Oregon State WR is a popular 49ers pick in recent mock drafts DRAFT TRACKER 
3313,0, Hungover and feeling yyyyyeelllloooowwwwww dbh yellow 
3314,0, It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o 
3315,1, Your Swags off fag sauce
3316,0, A portable septic tank For allllll those pesky feelings 
3317,1, At least i say im crazy some nigga gotta find out a bitch wild when she shooting at they ass 
3318,0, Colorado lawmakers consider nation s 1st wind energy legislation to protect birds bats 
3319,0, Neonics are deadly to birds like the American Kestrel and bees Ask to take it off their shelves EcoWed 
3320,0, Bron pregame speeches be so trash though lmao
3321,0," Of rain showers weepy fog
of soft light cool touch
of wild wind
that carry music of birds
who cease to soar this feel "
3322,0, Black Americans Are Worse Off Under BHO Well researched article bound to elicit cries of Uncle Tom 
3323,0, FEC May Yank 1st Amendment Guards for Drudge Rest of Internet wiunion
3324,0, Bae means Before Anyone Else I've been here thinking it's a ghetto word for babe baby 
3325,0, Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner 
3326,0, ÚLTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts Election2014 APracecall 
3327,1, I hate when a nigga ask me Where the hoes Nigga idfk 
3328,0, How would I look if I had feathers instead of fur Would I be able to eat from a bird feeder without getting judging gla 
3329,0, I accidentally ate a few fireflies last night while chewing some leaves I found The shameful yellow glow of my mouth wa 
3330,0, Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo 
3331,0, wen u look liek trash n sum1 complimentz u 
3332,0, Why does Julia Roberts seem completely shocked that she's been nominated Hey Julia you're in a gown The jig is up Emm 
3333,0, Great job by the Yankees giving Brian Cashman a new contract The haters are just wrong 
3334,0, I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees 
3335,0, Working theory This selective race abortion ban passed in Florida today was just an excuse for redneck reps to say 
3336,0, A bird doesn't sing because it has an answer it sings because it has a song MAYA ANGELOU poetry writing
3337,0, How I feel playing flappy bird 
3338,0, Fox News mocks victim of Ray Rice elevator assault I think the message is take the stairs ht 
3339,0, Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan via 
3340,1, Gee isn't cracker a racist term So tired of these race baiters 
3341,0, The people of the ghetto are rising up and fighting back Whose side are you on Gaza
3342,0, Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine 
3343,0, I got gatorades Twinkies rice puddings Pringles and cookies 
3344,0, Kissin small lips is trash lol Yessssss
3345,0, I mean sometimes eating a carton of Double Stuf Oreos is your only option 
3346,0, You're responsible for the story inside you Don't let self doubt cripple your creativity AmEditing AmWriting WriteTip
3347,0, Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School 
3348,0, Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation he sa 
3349,0, Bad monkey AmazingTiming 
3350,0, Big bird has spoken I was weak then I 
3351,0, Justice for British seagull spray painted red by thugs The bird won t be able to fly anymore h 
3352,0, I like being Asian and all but it's a struggle having squinty eyes in every picture
3353,0, Charlie Crist says OCare has been great ccot tcot teaparty PJNET Independents htt 
3354,0, Halloween candy corn bird 
3355,1, I hate trailer trash 
3356,1, Well Maryland is just a bunch of hateful rednecks anyway 
3357,0, If you honk your horn 4 seconds after the light turns green I will shut off my car lay on the hood and feed birds fo 
3358,0, Far right hero and all around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin a murdered k 
3359,1, Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is 300
3360,0, 150 Christians MASSACRED By Jihadi Muslims While They Slept Including Pastor His Wife Kids 
3361,0, Oh Torrence I can't stand your cheer leading squad but I love your pom poms I'll feed you bon bons all night 
3362,1, These young cats being drafted in the NBA today are walking lotto tickets Wait till these niggas find out that pussy come 
3363,1, Rudy Gay a faggot for not changing his last name once he got money 
3364,1, Hate fags The answer's yes 
3365,0, women only play casual game like Kim K game anger bird They don't play real games like Male Power Fantasy 2 or Jingoi 
3366,0, AskAugust How Tall are you I keep getting different answers from different people abo 
3367,0, Praying today's m g pictures don't come out yellow 
3368,0, There's nothing hotter than a pale albino chick who can play guitar 
3369,0, When the trash bag is so full you can barely tie it STTOOOPP 
3370,0, I want a pet monkey 
3371,0, Apologies trash What's understood ain't gotta be explained
3372,0, Rape is NEVER something to mock like this I stand with Jada jadapose 
3373,1, Ray J is the perfect example of what happens when you give a lame nigga some pussy 
3374,0, Cue the liberal left's Uncle Tom attacks against Tim Scott in 4 3 2 tcot teaparty GOP
3375,1, Water is wet Nike DC is trash 
3376,0, Whatchu sayin hoe YOU KNOW IM THE MAN HOE
3377,0, when you look like trash and someone compliments you 
3378,1, Look at ya boy Nigga a faggot Bruh Chance The Rapper 
3379,0, Instant mashed potatoes are trash 
3380,0, When Charlie Crist said Rick Scott just too shady for the sunshine state 
3381,0, At George Steinbrenner's first Yankees news conference he said he wouldn't interfere in baseball decisions promising 
3382,0, A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it Yankees 
3383,0, Big 10 been trash for years now lol its a basketball conference now
3384,0, The NFL is very equal this season everybody showed glimpses of being trash
3385,1, Why do the trashiest really ghetto girls always get the most likes and comments on insta Boys up and down their pictures a 
3386,0, The AFL now has an American draft system BearBrother Couple of Yanks are on the playing lists at so 
3387,0, Poont gotta be trash
3388,0, This is crazy no RB picked yet A RB won ROY 2yrs ago RB was MVP Ppl 4get how important our position is This is insane ho 
3389,1, Remember the yellow badge Nazis used Israel is making Muslim women carry a yellow badge order to pray in Al Aqsa h 
3390,0, Charlie Sheen did the ice bucket challenge the right way 
3391,0, Sagittarius can be compassionate towards other people when they want to be especially towards the ones they care abo 
3392,0, Bey lost her ring at the Met Gala Jay found it instead of just giving it back he gave it to her as a mock proposal http 
3393,0, BreakingNews streetart graffiti new mural by duo EtamCru in Rome Italy morning breakfast coffee trash 
3394,0, My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer They went to the moon I throw bird 
3395,1, Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron Ferguson
3396,0, I can't believe the cops shot this fine young man There goes the cure for cancer FergusonOctober 
3397,0, One more from Yankees wouldn't be letting Polanco sit in minor leagues because they're all about w 
3398,0, Luv riding the MetroNorth with sour drunk Yankees fans after a loss TooBad MetsFan QueensAllDay
3399,0, We gave GunControl a chance It failed No more of this GunSense nonsense MomsDemand is statist trash 
3400,0, The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig 
3401,0, I don't like the weather right now it's scaring me lol why is it yellow 
3402,0, Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason 
3403,0, if you're on the slope to 30 and still feel 17
3404,0, If you a bird throw it up birdgang EaglesNation
3405,0, Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight 
3406,0, When someone drops their trash mixtape in my Dms 
3407,0, Last 5 hours the last hour and a half of work trash just for existing 
3408,0, My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho 
3409,1, not about to shoot this pussy Ima beat his face into the asphalt t 
3410,0, yellow face and it's a no 
3411,0, VIDEO Don t hurt yourself hits a jumper over a rookie proceeds to talk trash ht 
3412,0, VIDEO CFL LB Solomon Elimimian trash talks an opponent during a halftime interview 
3413,0, VIDEO Derek Jeter hits a walk off single on his final at bat at Yankee Stadium 
3414,0, IWantToPunchPeopleWho mock God
3415,0, Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him 
3416,0, call me a free bird
3417,0, Asked Betances before the game if he d like to be a starter again someday If the Yankees ever asked me I would But I m a r 
3418,0, I don't always get drunk and pass out but when I do when did they start making colored duct tape 
3419,0, The best way to make a hillbilly do something is to tell him he can't do it 
3420,0, We now know more about Twinkies and how old the earth is than what happened in Benghazi 
3421,0, ghetto sour cream 
3422,0, Crooked number followed by shut down frame love it Yankees
3423,0, Grinding Yankees
3424,0, GRAPHIC 150 Christians MASSACRED By Jihadi Muslims While They Slept Including Pastor His Wife Kids 
3425,0, Charlie My last two songs will be quasi religious songs for the sake of who's coming up next 
3426,0, Daddy Batman s parents are dead Yup And Superman s Yup What am I going to be when you die Sad ho 
3427,0, Gasoline daddy Yankee 
3428,0, Green and yellow lil Wayne 
3429,0, I'm so sick head colds suuuck And on top of that had to challange me to a beer chug 
3430,1, Beyoncé is trash 
3431,0, Wiz is garbage to be put in the trash can known as Beyoncé to be put in a dumpster known as the VMAs 
3432,0, Charlie Sheen is a legend ForTheBros 
3433,0, Study these birds closely See if you can spot the female It can be done Even with limited bird watching skills 
3434,0, Getting over a painful experience is like crossing the monkey bars You have to let go at some point in order to move forward 
3435,0, Just 113 days until Yankees pitchers and catchers report 
3436,0, abel is a 43 yrs old beaner working home depot and he didn't want to hang out with you major L
3437,1, chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
3438,1, if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
3439,1, kill this beaner
3440,0, Chicken Fries Shake Perfection 
3441,0, A photographer hid in a trash can to get these adorable engagement photos 
3442,0, iphone 6 is trash watch me glo up 
3443,0, she paid 5 to hold the monkey and look what he did this monkey real af 
3444,0, taking out the trash at night 
3445,1, who else hated this bitch nigga 
3446,0, Breathe easy Twinkies due back on shelves by summer 
3447,0, Reports say female victim was shot while waiting for an Oreo McFlurry
3448,1, Man I was trying to eat Nigga you said it was bitches out here I showed up for nothin 
3449,0, Because humans aren't delicious ho Smarter than dogs AND your 3 year old child So why EAT them 
3450,1, I feel like Tim Ross is a nigger
3451,1, ching chong
3452,0, Early bird catches the worm people
3453,0, Make my way right to the trash can with these New Season New Shoes MakeYourOwnWay WayOfWade http 
3454,0, My wife's doing some sort of boot scootin while singing a little less talk and a lot more action where was this ho 
3455,1, it means you're a faggot lol
3456,1, Dat bitch Katy Perry Can Suck Skin Off Of my Dick
3457,0, Part of my cousin Danny's Yankee Swap Pretty hilarious Very clever And very Danny 
3458,0, A nice round up of voices in China Africa relations 'China Africa Trade The Oriental Allure' 
3459,1, well he is at Genos So he is the ultimate faggot elmaestro1 got to show this queer how to eat 
3460,0, As a kid I listened to Nas He showed me a new perspective coming from the ghetto like me Same with Pimp C 
3461,0, Udonis talking some big trash to Lance LeBron holds him back 
3462,0, To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance 
3463,0, Great weather to hit up the slopes this weekend open Saturday COwx skiseason ht 
3464,1, sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
3465,1, Lmaoo That's a legal tackle faggot Seriously 
3466,0, In Anglo Saxon calendars 7 November is considered the first day of winter 'Winter's Day' http 
3467,0, bunch of rappers boutta flood the internets w trash remixes
3468,1, Horrible rapper 1 Tyga Most trash rapper ever She want a yellow nigga corn on the cob I smacked my mom when I heard him 
3469,0, Ran outside mullet flowin' nips shown' Shotgunned a cold one and yelled Saturday welcome back you sexy beast Mer 
3470,0, Tennessee isn't even orange it's like vitamin pee yellow 
3471,0, My roommate is having sex and I'm eating Oreos It's gonna be a great year Kutztown University
3472,0, ISIS Supporters in America The Jihadis Next Door 
3473,0, I went to college Every college got a bird class where u can get ya friend to sign u in get an A out the class Rashad 
3474,1, Lowkey called that faggot a faggot 
3475,0, Rihanna really is trash
3476,0, Let the Dem concern trolling commence in earnest Wagons ho 
3477,0, Must Watch Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' 
3478,1, It's 2014 you niggas still runnin round sayin Yall don't eat pussy Y'all must be suckin dick 
3479,0, Found some more of my original yellow bracelets and the first person I thought of was
3480,0, Parque de atracciones abandonado en Japón 
3481,1, this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto Stereotypi 
3482,0, me waiting on you to take me to NY with you to get my nips pierced 
3483,0, Bend over And pick up that trash 
3484,1, Is that Kawhi Leonard Smh Wow u really gonna leak ou Nvm Ion need I fuc nig http 
3485,0, I can't wait to wear warm fuzzy sweaters 
3486,0, baby monkey in the snow im crying 
3487,1, is dis wrong If you fuck wit a lame nigga you a lame bitch 
3488,0, love you too my nig squad
3489,0, I'm finally ready to mass market my skidmark resistant tighty whities but apparently Uncrustables is already taken Fu 
3490,1, Stfu faggot a clip is 4 holy fucking tittyy shit
3491,0, The paranoid fear of sharia on the right boils down to Christian fundamentalists should be the sole oppressors and persecu 
3492,0, Godiva Chocolate Dipped Oreos 
3493,0, The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds 
3494,1, you're not safe pussy boy looooool 
3495,0, Shy bladder group protests Rob Lowe DIRECTV ad 
3496,0, All of Kate Upton's leaked nudes today more bitch lo 
3497,0, Yo BCU band made UCF band look like trash
3498,0, the ghetto if UD wins tonight 
3499,1, Shawty said you not gone understand america unless you went to a PWI school crackers already brainwashed her smh lol
3500,0, But only BBC the American version is trash
3501,0, Even though a bird can fly it must land on earth 
3502,0, Flappy birds cheat codes 
3503,0, I know that's trash
3504,0, i live for street glory and I die for ghetto fame respect all fear none my pride is everything 
3505,0, Oreo Cookie Pancakes FoodPorn 
3506,0, Charlie Strong got down to the 53 man roster nearly as quickly as Texans did
3507,0, Was just handed this on my flight Must be in good hands on this bird 
3508,0, A bird that courts females by building a beautiful nest with bright objects wildlife 
3509,0, highest score on flappy bird cant be beat 
3510,0, that movie was trash
3511,0, Today in 1996 Charlie Wilson left office Should be ranked alongside Lech Wałęsa for his role in defeating communism 
3512,0, So this is the woman who was a bird then turned into a woman from the sky in Nigeria 
3513,0, Will Coakley go 0 2 in can't lose races wow just wow Charlie Baker for Governor htt 
3514,0, Not the farewell tour's fault everyone but three players underachieved for the Yankees this year 
3515,0, Colombia supporter reminds us the double bird is a universal language 
3516,1, wow Whatever Fuck all those assholes They're niggers they all look alike to me 
3517,1, Tell me how you really feel those little ISIS faggots usually have bags over their heads anyway 
3518,0, looked like Princess Bella in that yellow dress 
3519,0, Star Wars meets Charlie Brown 
3520,1, so tony I think yr a rude little cunt and too too young to even know what real rock and rol 
3521,1, I don't support that ya idiot And if I'm a teabagger you're being teabagged OpenWide
3522,1, Niggas always wanna talk about how God is against gays What about that pussy you was eating last night Ain't God ag 
3523,0, faints She has no idea how many of her resumes went straight to the trash 
3524,0, You realize I m going to have to get out all those horror and other poems I wrote abo 
3525,0, Gracias por jugar con el corazon ahora a ganarle a los Yankees 
3526,0, Wow Such banana So potassium Much yellow 
3527,0, Teixeira on point tonight Yankees
3528,0, Happy BLUBLOODS Friday Off to to sit down with the gang on CBS This Morning Join us in the 8 o'clock ho 
3529,0, On set of BlueBloods Hoping there are no birds perched above me 
3530,0, my anaconda don't want none unless you defeat the Huns son 
3531,0, Atlanta Houston has so many trash drivers
3532,0, You men are trash if your homeboy is cheating and you dont tell his wife girl and break up their family LOLNO
3533,0, Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs 
3534,0, he plays for the Yankees right 
3535,0, Just spent a good twenty mins trying to teach my bird the skyrim theme song Then I realized that he was a bird 
3536,1, Horrible Invader Zim was trash
3537,0, Lou Gehrig had 17 hand fractures in his career Played in 2 130 straight games IronHorse Yankees 
3538,0, Mistakes are showing up late for work running red lights or even forgetting 2 take the trash out This here ain't 1 
3539,0, Polly want a cracker DumbTo 
3540,0, Smash into windshields The birds do it The bees do it Coors Light drinkers do it You know what we'r 
3541,0, Mo Claiborne is so trash I can't say it enough fam 
3542,0, Illegals bringing diseases across border Contagious patients separated from others by yellow tape pregnant teens http 
3543,1, what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc 
3544,0, For the 1st time in the Tom Brady era the Patriots are in sole possession of last place in the AFC East 
