,text,category,label,data_type
14634,cbazzthagreat wanna know bitch hygiene par wipe bitch ear nose flinch got ya 8230 ,offensive_lang,1,test
14635,cdashray gunna bitch ya home ,offensive_lang,1,train
14636,cesar wtx pink nipple cute looking nasty bitch 128567 ,offensive_lang,1,train
14637,chaboylilbill lightup sketcher definition kick foot watch bitch flock sentence blinding bitch yo 8230 ,offensive_lang,1,test
14638,charlezhussle81 candy corn amp peep hoe candy 8220 simplysoulful 8220 francisjstn candy corn trash 8221 super trash 8221 ,offensive_lang,1,train
14639,chaaaauncey 5 cartoon bitch id fuck 1 shego 2 dexters mom 3 lola bunny 4 jessica rabbit 5 timmy turner mom ,offensive_lang,1,train
14640,chaantellie beyonc 233 like bitch ,offensive_lang,1,train
14641,chadjordan23 chad got hoe texting instead hoe http jcsqhezorl ,offensive_lang,1,train
14642,chadjordan23 hoe gave head turn http vhfbltqlnv ,offensive_lang,1,test
14643,chadmatz rachelcoursey alexamees2 lol turn early bunch pussy ,offensive_lang,1,train
14644,chadruhlig suicide girl hopeful getting job hopeful going school hopeful silly bitch ,offensive_lang,1,train
14645,chaldeancutie vivalaquintaa bunch penis timeline literally u want 2 dm u pussy lol ,offensive_lang,1,train
14646,chamsface4music early bird catch worm people ,neither,2,test
14647,channymaraj prolly ate ur dad hate aintitjayy ok dad channymaraj bitch son tho lmaoooooo ,offensive_lang,1,train
14648,chanseydarapper way right trash dwyanewade new season new shoe makeyourownway wayofwade http 8230 ,neither,2,val
14649,charlesbwaffle bitch internet relationship tho like yous lonely hoe ,offensive_lang,1,train
14650,charlesbwaffle bitch lonely 1stname bravo female michigan like seagull finding nemo come 8230 ,offensive_lang,1,train
14651,charleslacross gator need gat punk bitch ,offensive_lang,1,train
14652,charlie gru wife sort boot scootin singing little talk lot action ho 8230 ,neither,2,train
14653,chasemychucks viva based callme jetson hoe nigga 128529 hoe nigga x2 ,offensive_lang,1,train
14654,chasencashe nigga mentally dating female met instagram double tap n ho mane ,offensive_lang,1,train
14655,chavodagreat 8220 trevaughnlg frfr come party wimmie leavin shithole til summfest 8221 leavin dis hoe ,offensive_lang,1,val
14656,chayeezy bitch got fucked devoted life lord gotta stand like aint mad http 7 8230 ,offensive_lang,1,train
14657,cheddar85 dude taking selfies aint cute ya pussy ,offensive_lang,1,train
14658,cheefpolo bitch wanna post thirst trap ima pay water month gon thirsty ,offensive_lang,1,train
14659,cheefpolo nigga like 3 time pussy joke fam 3 time 0 zero ,offensive_lang,1,train
14660,cheefpolo trippin rock gt gt trippin bitch ,offensive_lang,1,test
14661,cheefpolo bitch love coming public naked 8220 espndaniel 8220 basedlightskin http wgd3mnd55v 8221 8221 ,offensive_lang,1,train
14662,cheefpolo hate bitch like deeper deeper bitch u thought spare dick pocket saving ,offensive_lang,1,test
14663,cheefqueef chocolate pussy jennnveee 4 favorite candy ,offensive_lang,1,train
14664,cheefqueef damn passdapiff single mother lilty4real finally pussy amp garbage ,offensive_lang,1,train
14665,chefboirlee yall hoe cook sunday huh ,offensive_lang,1,train
14666,chef wifey happy hoe naked common sense nigga treat hoe better love 8230 ,offensive_lang,1,train
14667,chello sosa nigga gang jus tryna fit jus tryna somebody ride fa em wit u nigga bitch ,offensive_lang,1,train
14668,cherrybby xoxo bitch freaking packet 128530 ,offensive_lang,1,val
14669,cheyennewright villasenor 30 mean faggot lol ,hate_speech,0,train
14670,chichi know chris brown bitch talk relationship come female charlemagne saying sam 8230 ,offensive_lang,1,train
14671,chickencoleman need hoe man real shit ,offensive_lang,1,train
14672,chicoflicoflame super hero bitch iron man peter parker biggest hoe loser nigga bitch crib whip ,offensive_lang,1,train
14673,chicothewolf davidpullsbitches 8220 davidam 23 tweetsomethingyougetalot talk hoe 8221 ,offensive_lang,1,train
14674,chiefcaitlin forgot letter guy promise illiterate hillbilly 128557 ,offensive_lang,1,train
14675,chiefkeef dat bitch katy perry suck skin dick ,hate_speech,0,train
14676,chiefkeef finna fly thot bitch fly like peter pan shit ,offensive_lang,1,train
14677,chiefkeef bitch fuckin jus thot mean tryna shit level ,offensive_lang,1,val
14678,chiefkeef shannon said u hoe wit glo ,offensive_lang,1,train
14679,chiefkeef pussy broski jus turn ,offensive_lang,1,train
14680,chiefkeef niggaz emotionaaaal remind bitch ,offensive_lang,1,train
14681,chiefope badcombinations ugly bitch loud af ,offensive_lang,1,train
14682,chiief pboy562 fucked hoe money ,offensive_lang,1,val
14683,childishgarbino cousin danny yankee swap pretty hilarious clever danny danvii http fkdeyzqt ,neither,2,train
14684,chill nigga stressing bitch playin game straight lol ,offensive_lang,1,val
14685,chinaafricablog nice round voice china africa relation china africa trade oriental allure http 7dwjovmeb 8230 ,neither,2,train
14686,chingonabe 8220 staycoolwheels mjs79 genos ultimate faggot 8221 elmaestro1 got queer eat 8230 ,hate_speech,0,train
14687,chip216 kid listened na showed new perspective coming ghetto like pimp c 128081 128081 128081 ,neither,2,train
14688,chippewaskylark love celeb nude leak girl trash body try critique ,offensive_lang,1,train
14689,chivasgee fuck swole fag ,offensive_lang,1,val
14690,choochieee bitch ,offensive_lang,1,train
14691,chrisjustjoking halloween everyday dyke ,offensive_lang,1,train
14692,chrisjustjoking gotta fuck ugly bitch 3 town work kink sex ga 8230 ,offensive_lang,1,train
14693,chrispalmernba udonis talking big trash lance lebron hold ,neither,2,train
14694,chrissibaxter man appreciating pussy definitely gonna end nigga mouth quote ,offensive_lang,1,train
14695,chrissynich martin baker uncle tom uppity siding majority pure ignorance ,neither,2,val
14696,christinekktv great weather hit slope weekend arapahoe basin amp lovelandskiarea open saturday cowx skiseason ht 8230 ,neither,2,train
14697,chubbygirlgod lmaoo patpatbush bitch called thor strength 58386 58386 chubbygirlgod wait http e0mtospl6k ,offensive_lang,1,train
14698,chubbylumpkins think steubenville rape trial bullshit rollen bitch wanted dick lls got mad w ,offensive_lang,1,test
14699,chuck stranger faggot mean fucking weak ,offensive_lang,1,train
14700,chukaoffor lmaooo hoe childish 128557 128514 128557 128514 http usfmd01saf ,offensive_lang,1,train
14701,chvntre wanna upper cut bitch know special ed ,hate_speech,0,train
14702,chykalet fucking son barber gotta pay cut ya pussy wack 128569 ,offensive_lang,1,train
14703,ciara lisaaross bitch mad nigga ,offensive_lang,1,val
14704,cityboicoop 128557 128557 128557 rojustdgaf damn bobbybudnic 9996 65039 tittyslapme twice cool damn bitch http wtdcshx 8230 ,offensive_lang,1,train
14705,cjayytaughther boyfriend girlfriend suppose laugh hoe guy hoe laughing 8230 ,offensive_lang,1,test
14706,cjayytaughther eat pussy mad sad stressed mad shit lay eat pussy 128076 128069 128166 ,offensive_lang,1,train
14707,classclownkjl 2014 nba star jersey look retarded look like combo nfl jersey amp fubu jersey ,offensive_lang,1,train
14708,classact23 darkkent27 text mean safe come eat pussy reach cream filling gt 128563 8230 ,offensive_lang,1,train
14709,classicbray lmaoo pacdagoat legal tackle faggot pp rich hill seriously http gumzewrpy3 ,hate_speech,0,train
14710,classiertrash shut bitch ,offensive_lang,1,train
14711,clerkofoxford anglo saxon calendar 7 november considered day winter winter day http ihrckecqda http 8230 ,neither,2,train
14712,clevesmith bet pussy smell like dried oyster ,offensive_lang,1,train
14713,clevesmith bet hoe pussy juice look like spoiled chocolate milk 128514 ,offensive_lang,1,test
14714,clicquotsuave 20 bitch lobby plenty bitch lobby ,offensive_lang,1,train
14715,clicquotsuave perfect vision niggs hoe clicquot dom p moet type party blasting cali condo ,offensive_lang,1,train
14716,clicquotsuave bunch rapper boutta flood internet w trash remixes ,neither,2,train
14717,clicquotsuave drop pussy bitchhhhhhh ,offensive_lang,1,train
14718,clicquotsuave luv pussy smell like refurbished iphone 3 ,offensive_lang,1,train
14719,clicquotsuave nigg complaining journal bitch half naked ,offensive_lang,1,train
14720,clicquotsuave party night p bro nigg got chuck chillin dancing w bitch 8230 ,offensive_lang,1,val
14721,clicquotsuave fox bitch ,offensive_lang,1,train
14722,cliftonsings oi klitschko ya big boring cunt kubrats comin http mg2sre0jr8 ,offensive_lang,1,train
14723,clintswiftness 8220 godhimseif work 128165 pussy poppin 8221 00sexilexi00 nigga wtf sound like ,offensive_lang,1,train
14724,clintswiftness 00sexilexi00 bitch nigguh ,offensive_lang,1,train
14725,clintswiftness hate bee man like buzz buzz bitch like nah man shit ,offensive_lang,1,train
14726,cloudprojection female thirsty attention male pussy ,offensive_lang,1,train
14727,cloudy goldrush in2014 lady start grown woman bad bitch gotta grow ,offensive_lang,1,train
14728,cloutgod horrible rapper 1 tyga trash rapper want yellow nigga corn cob smacked mom heard 8230 ,hate_speech,0,train
14729,cloydrivers rose red camo green trick treat bitch happy halloween merica ,offensive_lang,1,train
14730,cloydrivers fella dress real men halloween cause actin like bitch year long merica ,offensive_lang,1,train
14731,cloydriverspics ran outside mullet flowin nip shown shotgunned cold yelled saturday welcome sexy beast mer 8230 ,neither,2,train
14732,cluelessnigga fat hoe wanna beef somebody yall need type beef ,offensive_lang,1,train
14733,clutchlikemj tennessee orange like vitamin pee yellow 128553 128514 128514 128514 ,neither,2,train
14734,clutchlikemj officially brought flopping football theadams era congrats pussy http o7buplyg3l 128564 ,offensive_lang,1,train
14735,clyde fadeall plz tell bitch know got man lol gon tell ,offensive_lang,1,train
14736,cocomilan18 8220 me1st u bitch gotdamnchat got bit sense lmaoo http tbpcqwngqf 8221 128514 128514 128514 128514 128553 128553 128553 ,offensive_lang,1,train
14737,coilegefessions roommate sex eating oreo gonna great year kutztown university ,neither,2,val
14738,cobenotkobe hoe lie ,offensive_lang,1,train
14739,cocaine papii sleep fucked pipe game trash ,offensive_lang,1,train
14740,cockybelichick time comeback pussy kisstherings ,offensive_lang,1,train
14741,codelez gotta know difference good girl good pussy ,offensive_lang,1,train
14742,coffybrownchi believe refund hoe ,offensive_lang,1,train
14743,coliegeprobs liquor beer clear beer liquor fine bitch ,offensive_lang,1,train
14744,colarbearr 8220 hoeslovemytweet nigga proud hoe gonna bring dirty bitch home 8230 ,offensive_lang,1,val
14745,coleflexxx fingering n eating pussy time good 128203 128221 ,offensive_lang,1,train
14746,colemcdowell2 8220 friendlyassh0le u remember steve blue clue left bitch nigga joe http 8230 ,offensive_lang,1,train
14747,coleymonique nigga world tf bitch mess friend nigga ,offensive_lang,1,train
14748,coley cee lt new avi amp amp yellow bitch fakingg amp lil aerii ,offensive_lang,1,train
14749,coley cee lil aerii bitch tf think going ,offensive_lang,1,train
14750,coley cee lil aerii yeaaaaahhhh like relationship wise like oh reedzy thuggin bitch suppose thug ,offensive_lang,1,train
14751,colinfreeze isi supporter america jihadis door http aimv7gib24 mlnestel vocativ http ajuau5ywiv ,neither,2,val
14752,collegeboy3000 finally mellie got bone like season 1976 pussy scandal ,offensive_lang,1,train
14753,comedianspank went college college got bird class u ya friend sign u amp class rashad 8230 ,neither,2,train
14754,comedypics kanye took kim mcdonald 8217 ya hoe 8217 deserve 200 date http 2qk4i1frts ,offensive_lang,1,test
14755,comedyposts joke hate laugh thinking bitch allowed laugh ,offensive_lang,1,train
14756,commonblackgiri hoe hi bae http 95bbmgjijf ,offensive_lang,1,train
14757,commonwhitegiri 8217 send snapchats 8217 invited rude bitch ,offensive_lang,1,train
14758,commonwhitegiri hiding favorite snack family bc selfish bitch ,offensive_lang,1,train
14759,commonwhitegrl mom u accept bad bitch ,offensive_lang,1,train
14760,comp10tx lowkey called faggot faggot ,hate_speech,0,train
14761,comp10tx rihanna trash ,neither,2,train
14762,complexmorality tweet hoe aint loyal laid crib looking like http ov5q8lvsjn ,offensive_lang,1,train
14763,conceitednorezn ike punch nigga harassing young lady ga ave florida ave nw dc youoksis ,offensive_lang,1,train
14764,conservativela let dem concern trolling commence earnest wagon ho ,neither,2,train
14765,consrvativediva watch maher school pb host charlie rose islam illiberal belief http 5pq91jxoev ,neither,2,test
14766,cookiecocaine stop fuckin type bitch baby cooked type chick 128525 9749 65039 128056 ,offensive_lang,1,train
14767,coolie gbe300 hate nigga slobin blunt like eatin pussy amp nerve try amp pa good nigga 8230 ,offensive_lang,1,train
14768,coolie gbe300 http 9btg26mlgu amp devil amp catfish hoe ,offensive_lang,1,train
14769,coolie gbe300 2014 amp nigga runnin round sayin yall eat pussy suckin dick ,hate_speech,0,train
14770,coolie gbe300 bitch try approach public http gbbiob1ots ,offensive_lang,1,train
14771,coop oz tryna like steez 128175 bro got dem hoe rir ,offensive_lang,1,train
14772,corbynkelly13 original yellow bracelet person thought tannermcdowell ,neither,2,train
14773,coreykeyz bae hoe http si8g1mzpgs ,offensive_lang,1,train
14774,cornerboyp hoe b soo lost dey forget dey hoe ,offensive_lang,1,val
14775,corylafon 8220 gvmby bitch possessed thot demon http czth5nhudu 8221 lmfaoooooooooooo ,offensive_lang,1,train
14776,corylafon wanna b nigga pretty faced cuffed hoe coke bump garbage underground rapper n shop p 8230 ,offensive_lang,1,test
14777,corysayfukem love girl afraid encourage compliment chick bitch hate refreshin 8230 ,offensive_lang,1,train
14778,cosabandonada parque atracciones abandonado en jap 243 n http dn0jiid4f4 ,neither,2,train
14779,cougar745iii girl come class fried chicken pull hot sauce purse mean come ghetto amp stereotypi 8230 ,hate_speech,0,train
14780,couldbeeashia vivalamarley waiting ny nip pierced 128590 128589 128105 128117 ,neither,2,train
14781,counton24 bitch love team lol rihanna game waiting sincerely love 8230 ,offensive_lang,1,train
14782,countermoonbat btw hillary huge supporter law admit lying stupid rube need aske 8230 ,offensive_lang,1,train
14783,courtneysuvak 8220 dory yeah scale bitch 8221 ,offensive_lang,1,train
14784,courtneyykay cruising street 64 jockin bitch slappin hoe ,offensive_lang,1,train
14785,craziestfreaks eat pussy good control moan 128523 128166 128069 http gumzv3ikdj ,offensive_lang,1,train
14786,craziestsex girl know bitch like boyfriend 128564 128080 ,offensive_lang,1,test
14787,craziestsex eat pussy look like 128540 128541 128514 http migiymgrjt ,offensive_lang,1,train
14788,craziestsex sex 1st date dont mean hoe waiting 90 day wont wife cute pic dont mean happy title 8230 ,offensive_lang,1,train
14789,craziestsex sucking dick amp eating pussy apart sex think nasty maybe young fucking 8230 ,offensive_lang,1,val
14790,craziestsex hmu stop bein lil bitch ,offensive_lang,1,val
14791,craziestsex hoe day like 128514 http avlwkkd8rw ,offensive_lang,1,test
14792,craziestsex eat pussy childish immature ,offensive_lang,1,train
14793,craziestsex killed bitch 128555 128514 http uvs9e1gxpf ,offensive_lang,1,train
14794,creationofjay girl suck dick dude head dude fuck bad bitch ugly girl getting pregnant 8230 ,offensive_lang,1,train
14795,creepgawddess uhh bitch tell bless sneeze got blessing need http z4p52lbfek ,offensive_lang,1,train
14796,creepgawddess friend hoe boring probably depressing ,offensive_lang,1,train
14797,creepgawddess wait soulfulbrotha 65 random number pussy ,offensive_lang,1,train
14798,creepyscout bend pick trash ,neither,2,train
14799,crimefetish bitch http kwfrabguwj ,offensive_lang,1,train
14800,crittamo getting tired ol hope broke bitch job wanna twerk smoke swishers ,offensive_lang,1,val
14801,crooklynxdodger meechisdead said 8220 fast bitch bizzy busy cause bone thug 8221 http qs9xueu1va ,offensive_lang,1,train
14802,crownher ho bath 1stzodiacsign terrified water tf wash everyday lol ,offensive_lang,1,train
14803,crownthatbitch pussy bomb dynamite ,offensive_lang,1,train
14804,cspen335 right heard dodo bird obama http 0qhypwxzyh ,offensive_lang,1,train
14805,cuffyofee bitch houston better speak nigga meal digestive ,offensive_lang,1,train
14806,cuff slut hate basic bitch ,offensive_lang,1,train
14807,cuhcuhcraig kawhi leonard smh 8220 idntwearcondoms wow u gonna leak ou nvm msjoseline ion need fuc nig http 8230 ,hate_speech,0,train
14808,cuhcuhcuh hoe hoe nigga mad cuhz tryna cuff hoe cuh ,offensive_lang,1,train
14809,cuhcuhcuh got love bitch bitch nigga cuh ,offensive_lang,1,train
14810,cuhcuhcuh bitch love hit wit reverse psychology amp work 70 time cuh 30 g 8230 ,offensive_lang,1,train
14811,cuhcuhcuh bitch brag goin gym shaped like patron bottle cuh ,offensive_lang,1,train
14812,cuhcuhcuh bitch twerkin camera kid watchin sponge bob cuh ,offensive_lang,1,train
14813,cuhcuhcuh bitch instagram filter cuh bitch lookin like rise day ,offensive_lang,1,test
14814,cuhcuhcuh bitch smoke cigs disgusting cuh ,offensive_lang,1,test
14815,cuhcuhcuh fat bitch dont like liftin arm summer dampness cuh ,offensive_lang,1,train
14816,cuhcuhcuh idk skinny bitch think got cuh ,offensive_lang,1,train
14817,cuhcuhcuh bitch let hit ill leave crippled cuh ,offensive_lang,1,train
14818,cuhcuhcuh bitch tell got cheated 3times somethin wrong hoe cuh ,offensive_lang,1,train
14819,cuhcuhcuh pussy fartin u fuccin right cuh ,offensive_lang,1,train
14820,cuhcuhcuh sexy ugly bitch world cuh ill fucc ,offensive_lang,1,train
14821,cuhcuhcuh blacc charcoal bitch sayin mixed irish false shit cuh ,offensive_lang,1,train
14822,cuhcuhcuh white hoe wear ugg hot weather cuh ,offensive_lang,1,train
14823,cumminssamantha lol dumb bitch ,offensive_lang,1,train
14824,curlsgoddess wrapped love stop middle schoolers dumb bitch want want mo 8230 ,offensive_lang,1,train
14825,currensy spitta high fashion leather gear u wearin impress bitch got wit dickie shirt adidas slide 8230 ,offensive_lang,1,train
14826,currensy spitta bitch respect nigga wit paper fresh pair bball short raised terribly ,offensive_lang,1,train
14827,currensy spitta neva check real nigga check hoe ,offensive_lang,1,train
14828,currensy spitta fuckin hoe click ticket 25 dollar n shit ,offensive_lang,1,train
14829,currensy spitta bought bitch ,offensive_lang,1,train
14830,currensy spitta buy bitch red worry bout cuzzo ,offensive_lang,1,train
14831,currensy spitta bitch think trucker hat automatically model ,offensive_lang,1,val
14832,curvables play quarterback got cheerleader girlfriend yupp hoe man http qluuajl 8230 ,offensive_lang,1,train
14833,curvables teacher assign homework like life bitch gotta home tweet ,offensive_lang,1,train
14834,curvables teacher think slick bitch subtweeting class shit ,offensive_lang,1,train
14835,curvables bitch arguing dad http k0394o7z8d ,offensive_lang,1,train
14836,cuteforfall wait wear warm fuzzy sweater 128525 9786 65039 127809 9749 65039 http d3blsbpryd ,neither,2,val
14837,cuteoverloads baby monkey snow im 128557 128018 10052 http gmk5dbjajq ,neither,2,train
14838,cuzimdaddy 5feet 0inches dis wrong 100d fuck wit lame nigga lame bitch ,hate_speech,0,test
14839,cuzzintom byron leftwich fuck hard throw kill bitch ,offensive_lang,1,train
14840,cyfyre wesorrjames love nig squad ,neither,2,train
14841,czarzellem hey liberal meet sentedcruz future majority leader senate enjoy payback bitch p2 stoprush waar http 8230 ,offensive_lang,1,val
14842,czarofswag retard chanting usa fc dallas game kansa usa ,offensive_lang,1,train
14843,czickenshack finally ready mass market skidmark resistant tighty whities apparently uncrustables taken fu 8230 ,neither,2,val
14844,d0peshit0nly bitch job future education amp nerve nigga want pussy bitch cause 8230 ,offensive_lang,1,train
14845,d9rize terrorfranchise d9oxy stfu faggot clip 4 holy fucking tittyy shit ,hate_speech,0,val
14846,darksklndrake yall hoe instagram rate http uujeaxzbyw ,offensive_lang,1,train
14847,da polo king vikkinosecrets hoe life ,offensive_lang,1,train
14848,daiinuh girl pack scary flat stomach hot ripped bitch scary looking ,offensive_lang,1,train
14849,dbn kev pacdagoat legal tackle faggot pp rich hill seriously http 7s0v4pm7ib ,offensive_lang,1,train
14850,dboi509 shave pussy deserve fie head good dick twitterafterdark ,offensive_lang,1,train
14851,dblockdeuce 215 face bitch expect care http hwnah5btw6 ,offensive_lang,1,train
14852,dblockdeuce 215 time year lightskin hoe swore brown cuz summer tan come 8230 ,offensive_lang,1,train
14853,dcplod paranoid fear sharia right boil christian fundamentalist sole oppressor persecu ,neither,2,test
14854,deon1093 ahaaaa duhhrt paper chaysin hoe ,offensive_lang,1,test
14855,detroitsweets u gotta retarded skip class college ,offensive_lang,1,train
14856,dfcuknawesum kirk bitch love amp hiphop ,offensive_lang,1,train
14857,dfkinlopes bruh time famous celebrity tweet 1st person comment hoe talkin bout slap ya dick 8230 ,offensive_lang,1,train
14858,dfkinlopes young age hoe loyal http omwaed2pcj ,offensive_lang,1,train
14859,dfkinlopes girl fight girl better ready fade cuz knock help bitch stomp 8230 ,offensive_lang,1,val
14860,dfkinlopes lying bitch http vguclaennt ,offensive_lang,1,train
14861,dfkinlopes mcdonald employee rolling eye pay coin like bitch broke af fuck giving attitud 8230 ,offensive_lang,1,train
14862,dfkinlopes hoe hoe saying august 12 2014 7 22 pm hoe today october 1st 2014 8230 ,offensive_lang,1,train
14863,dfkinlopes bitch sneeze close http jq3p3nyeaz ,offensive_lang,1,test
14864,dfkinlopes room bitch mackinaintceezy tell somethin dirty 128520 http 0b0pz8j4cm ,offensive_lang,1,train
14865,dgooods trust cute bitch 128554 waiting strike ,offensive_lang,1,train
14866,diycookery godiva chocolate dipped oreo 128523 http osypnadyto ,neither,2,train
14867,dinherfriends kanye turned hoe housewife nigga said rip good girl forever ,offensive_lang,1,train
14868,djzeeti hand foot dirty kingsimi djzeeti tell girl pussy stink actually gettin pan ,offensive_lang,1,train
14869,djzeeti marriage bitch want u sleepover ,offensive_lang,1,train
14870,djzeeti nigga tried hate bitch told cornball im nigga http cjfz9dauyl ,offensive_lang,1,train
14871,djzeeti host 106 park fuck young bitch ,offensive_lang,1,train
14872,djzeeti bitch choosy lover ,offensive_lang,1,train
14873,djzeeti nigga tweet wanting good girl giving hoe attention day ,offensive_lang,1,train
14874,dj cellophane oomf pussy probably taste like krabby patty secret formula ,offensive_lang,1,test
14875,dj leezy thekaosyatti jmuggaaa bitch ya mom light bitch 128514 ,offensive_lang,1,train
14876,dj leezy thekaosyatti jmuggaaa ya mom lick christmas gift bitch lol ,offensive_lang,1,test
14877,dj marvz chris brown got chill button sell bitch social medium tho like subliminal buddy took time 8230 ,offensive_lang,1,val
14878,djsir freshley 127919 127919 127919 gurujeremy bitch moral come sex convenient hoe th 8230 ,offensive_lang,1,train
14879,dnainfochi new nature area replacing indian boundary park zoo expected attract variety migratory bird http 8230 ,neither,2,train
14880,drnrdx brandonfxrd safe pussy boy looooool http tocj1wxryk ,hate_speech,0,train
14881,drudge report shy bladder group protest rob lowe directv ad http d5yxgliokl ,neither,2,train
14882,arrogance hahaha nigga funny ask 128128 128128 128128 8220 1bookieg arrogance hg shit bet pull lease 3 bitch 128514 128514 8221 ,offensive_lang,1,train
14883,dtavohn269 best said ispeakmut storm brewing bitch lmao ,offensive_lang,1,train
14884,41395 aint got time bitch gotta mind mothafuckin rich ,offensive_lang,1,val
14885,41395 wake like fuck life life bitch better fuck right ,offensive_lang,1,train
14886,sidbury 8220 wsfights purge come city ima like http ndm5dyslcf 8221 128514 128557 128514 128514 bitch active shit 128514 128557 128514 128514 ,offensive_lang,1,test
14887,sidbury 8220 lookwhogotit kate upton leaked nude today amp 128525 11015 65039 http bw7lda56mi http swztntfdgn 8221 bitch lo 8230 ,neither,2,train
14888,dabxkiddjoe bunch insecure bitch ,offensive_lang,1,train
14889,dacoolestlame yo bcu band ucf band look like trash ,neither,2,train
14890,dadonherself nigga fuck pretty girl w head right ho got 3 pair good panty 128514 9996 65039 ,offensive_lang,1,train
14891,dafuckinunicorn swag swag swag bitch moooob ,offensive_lang,1,train
14892,damcgrizzlybear ghetto ud win tonight http pkzmkn2wko ,neither,2,train
14893,dameatisthicke invite fuck smell yo pussy room man dinner cook bou 8230 ,offensive_lang,1,train
14894,daofficialprime 128514 128514 westsideflee gone wife bitch let nigga lick head public ,offensive_lang,1,train
14895,darealnano1900 finding female w hoe record like tryna nigga w felony ,offensive_lang,1,train
14896,darealdip bitch look like million dollar wit sum garbage pussy ,offensive_lang,1,train
14897,darealdip hate wen bitch fart den like uughh uuuu farted bitch clearly u ill let mfa kno wen im fin ,offensive_lang,1,train
14898,darealkha sorry bitch better wife era check stats b lol ,offensive_lang,1,train
14899,dasmacker mariner said mom 21 free ball cap mother day basically young hoe kid lol ,offensive_lang,1,train
14900,datboysmokeyy shawty said gone understand america went pwi school cracker brainwashed smh lol ,hate_speech,0,train
14901,daunfuqwitable1 yawl chick love bitch 128553 128553 bitch day dream amp aspiration step mom 128514 128514 128514 ,offensive_lang,1,train
14902,dabgodbaby bbc american version trash ,neither,2,train
14903,dadude1914 128073 128073 128073 128073 askwhy05 karlie acting like hoe wit 3 nigga plus guest appear 8230 ,offensive_lang,1,train
14904,daedeezyy ion ask shit problem shit fa people damn bitch thank ,offensive_lang,1,train
14905,dailyrapfacts yg voice djmustard 8217 8220 mustard beat hoe ,offensive_lang,1,train
14906,dailysexsupply hoe gonna like tonight 128514 128514 128514 http kvioaiepcb ,offensive_lang,1,val
14907,daily dip trippin nothin dippin somethin homeboy got bad bitch tonight lilway ,offensive_lang,1,train
14908,dalailamaposts bird fly land earth ,neither,2,train
14909,dalilaaaaaa flappy bird cheat code http nu6gjyqdjj ,neither,2,train
14910,damestr8cash jaetips know trash ,neither,2,train
14911,damiah daddyx3 lmao fuck havemercyyy amp kalikushdoll real talk bitch know fun ,offensive_lang,1,test
14912,damianshughes 8220 g verch damn hate huge pussy 8221 ,offensive_lang,1,train
14913,damiergenesis bitch myspace going nut ,offensive_lang,1,train
14914,damiergenesis live street glory die ghetto fame respect fear pride ,neither,2,train
14915,damnfoodporn oreo cookie pancake foodporn http q6evcvm3so ,neither,2,val
14916,damnitcorn chunky girl seek studly man nasty sex head like bitch emailed directly 8230 ,offensive_lang,1,train
14917,damnitcorn shit like 45 minute away 1 clearly desperate need pussy bruh pull 8230 ,offensive_lang,1,test
14918,damnitcorn bitch begrudgingly fuck like man big bad man like bitch ,offensive_lang,1,train
14919,damoniwantyou tvd theoriginals bad vampire turn spineless pussy little ooc bitch ,offensive_lang,1,train
14920,damonddawg peek boo bitch swag scare ya kid thats fresh tyga worst bar tygabars ,offensive_lang,1,train
14921,danbilzerian apple new iphone software shit maybe sue u cunt amp request damage based pussy ive missed b 8230 ,offensive_lang,1,train
14922,danbilzerian boy obviously gonna slaying pussy tonight dressed ninja turtle http su2hnfq6s8 ,offensive_lang,1,train
14923,dandanmanlyman 00sexilexi00 swiggety swag love fag ,offensive_lang,1,train
14924,danharrison1985 128514 cecilhurt charlie strong got 53 man roster nearly quickly texan ,neither,2,train
14925,dan osu hashtag look bitch like bitch ,offensive_lang,1,train
14926,danaperino handed flight good hand bird http 7vjwdcdtxv ,neither,2,train
14927,danielbiltmore basic bitch gt basic cable ,offensive_lang,1,train
14928,danielgennaoui bird court female building beautiful nest bright object http gi2rrlgro6 8230 wildlife http 8230 ,neither,2,train
14929,danielmtz1997 20 rts fuck er right pussy 128514 128514 128514 128514 128514 http rzfhabwtsv ,offensive_lang,1,train
14930,dankychan88 dumb bitch broke tv went wal mart fucked wokeup smart tv lol ,offensive_lang,1,test
14931,dannydevito wisconsin iasip nice work bitch ,offensive_lang,1,train
14932,dannytanner highest score flappy bird beat http i2qgswipdc ,neither,2,train
14933,daraunn joshuataddac slapped bitch week ,offensive_lang,1,train
14934,dariusjulion movie trash ,neither,2,train
14935,darkskinobama rose red violet blue fucked yo bitch nigga ,offensive_lang,1,train
14936,darlincory making homemade pickle working funny tweet pussy going great old lady ,offensive_lang,1,test
14937,darriondadon kobe yo man want hoe guy holding face omgod kobeshia shut 128514 128514 128514 http 2bfbfbvlva ,offensive_lang,1,train
14938,darrionmarz pregnant bitch bus think suppose seat like bitch fucked nigga 8230 ,offensive_lang,1,train
14939,darthputinkgb today 1996 charlie wilson left office ranked alongside lech wa 322 281 sa role defeating communism 8230 ,neither,2,train
14940,darthvenn woman bird turned woman sky nigeria http 34dcwjkvef ,neither,2,val
14941,darth alk baqotivity shinsnipes tweeting cringiest people darth dana bitch lmao follows r 8230 ,offensive_lang,1,train
14942,dasianah ghetto bitch pregnant f smh poor kid 128531 ,offensive_lang,1,train
